No,speed,ODBA_mean,ODBA_std
105,32.29223254,37.71859296,9.764112633
106,41.97915149,38.1758794,10.12853182
107,41.41408992,38.86934673,10.05027638
108,41.15427686,36.28140704,9.713545742
109,11.7071424,38.20850709,11.17104387
110,12.79636531,37.609516,9.061096498
111,19.90629069,37.36556404,8.086756149
112,16.50195288,37.31109258,7.684726057
113,7.784640885,38.50041701,7.51876994
114,5.093882432,39.24520434,6.424898783
115,4.160287149,38.5704754,4.163244672
116,1.020331046,38.1618015,3.901691268
117,0.683001334,38.1851543,5.321905864
118,0.269994606,38.46038365,4.452685953
119,0.213097958,38.41509434,3.996508142
120,0.316861768,38.7150838,3.898480777
121,1.160970601,38.31658291,6.054632047
122,0.87004484,38.57788945,5.452648019
123,1.430755937,37.48241206,4.301272712
124,1.288762211,37,4.400776542
125,0.424163415,40.08040201,5.32969003
126,0.560340628,38.22110553,2.115118297
127,0.310891542,37.51256281,3.260636705
128,0.884744386,37.48743719,3.149314828
129,1.152419371,36.66834171,6.20427416
130,0.873757222,37.27638191,3.552760265
131,0.789462163,38.42713568,2.832593381
132,0.602959504,39.46575342,4.293189441
133,0.67786656,36.66480447,2.865600513
134,0.824791082,38.89949749,5.193729283
135,0.773273331,39.58291457,5.339895313
136,0.478805918,38.66331658,1.931544818
137,0.267844165,38.08040201,1.722907394
138,0.280601839,37.69849246,1.622563187
139,0.508204476,36.68844221,2.456335688
140,0.491536994,35.57788945,4.106951279
141,0.374579592,37.19095477,5.70494968
142,0.23432742,37.56281407,4.948460409
143,0.497337199,38.77386935,7.017860961
144,0.678397461,36.96984925,6.083100859
145,0.328138175,36.90452261,2.060865225
146,0.607557631,36.07035176,2.547059666
147,0.930396039,36.01507538,3.048151902
148,0.844170684,36.93467337,2.965590566
149,0.800356524,36.09547739,2.640224151
150,0.626086778,38.00502513,3.001670368
151,0.432264734,38.49748744,3.184248879
152,0.377699972,41.12562814,2.95685839
153,0.434406463,37.89949749,4.652761621
154,1.315133803,40.53768844,6.945396269
155,2.456176266,39.5678392,4.842667446
156,2.052125286,37.52261307,4.079393147
157,1.292467752,37.9798995,4.929614945
158,0.839740105,37.08542714,2.049080856
159,0.425150228,37.63316583,2.721791002
160,0.294123929,39.46231156,4.086666232
161,0.272686582,37.87939698,3.126403627
162,0.287581148,40.5879397,3.776554926
163,0.249729725,39.59798995,3.372843958
164,0.170747691,40.12562814,2.577306545
165,0.764857335,40.08542714,2.623385111
166,1.320811759,39.31155779,1.323698597
167,0.686544596,40.06532663,6.463718127
168,0.440341193,35.77386935,5.626045015
169,0.748815395,38.73366834,1.127287004
170,0.693917734,38.96984925,4.570947746
171,0.877319265,40.0201005,4.72240442
172,0.702916946,33.03517588,5.898110492
173,0.421698086,37.54773869,6.291613818
174,1.025887599,39.87939698,4.538559269
175,1.427004613,42.72864322,6.823454501
176,1.162228511,40.05025126,5.424445639
177,0.971394583,39.91457286,4.438042338
178,0.694132419,40.63819095,4.324727167
179,0.65956624,40.90452261,4.252806304
180,0.863889398,47.68844221,4.082493214
181,0.59523604,40.31658291,3.207290123
182,0.341802904,39.57286432,1.316103331
183,0.317750152,41.31155779,4.276077793
184,1.159709055,47.42211055,5.494877795
185,2.77345872,40.47738693,3.761513809
186,2.52718091,43.21105528,6.638980244
187,2.102207287,41.01005025,4.584209241
188,3.01947169,39.7839196,5.646944539
189,2.264055329,38.02512563,5.344830016
190,0.794491699,44.08542714,3.734631986
191,0.442808203,42.54189944,4.811784739
192,0.477593596,37.46575342,4.839191766
193,0.332164074,41.25628141,3.820027657
194,0.358046362,42.90452261,4.644760343
195,9.368557949,37.96482412,7.274500715
196,25.56695929,37.09547739,8.107068053
197,26.54150274,37.17085427,7.92115384
198,26.05337616,37.34945788,8.644907536
199,20.83277918,38.96663887,10.78382107
200,7.635224973,40.45037531,6.151059046
201,4.930428012,41.06338616,8.505759352
202,10.49438902,39.88073394,9.058053198
203,24.24616022,43.76063386,19.83598935
204,18.64614607,40.1851543,3.460114176
205,0.335631926,39.71309425,3.804797509
206,0.215006035,43.74395329,2.806580148
207,0.338114481,38.91993328,3.12971094
208,0.201313114,40.60717264,5.056641502
209,0.074151573,42.1959799,7.022346522
210,0.320914598,42.14070352,2.933141336
211,0.462035924,41.25125628,3.995875503
212,0.364081587,37.42713568,4.451126822
213,0.303024622,42.47738693,4.973117806
214,0.362882844,39.84422111,4.977421814
215,0.418885498,41.7638191,3.797578902
216,0.705192492,41.03015075,4.809861674
217,1.058640966,37.52261307,3.1492587
218,0.956080233,39.5678392,3.4530841
219,0.390132241,40.73366834,11.75308885
220,0.20678898,39.96984925,3.510085323
221,0.297096214,39.55778894,4.269257539
222,0.344324669,40.30653266,5.467262784
223,0.627008575,36.85929648,5.274409777
224,0.844651696,38.59296482,7.858046528
225,0.615062891,38.28140704,5.183197247
226,0.71572754,37.91959799,6.216655198
227,1.043223652,36.57286432,5.486710059
228,0.569774546,38.52261307,4.405141036
229,0.638699598,35.4120603,8.618144659
230,1.109037862,38.46733668,6.792523857
231,0.633623028,38.56281407,6.128836538
232,0.454224275,34.6080402,3.47671879
233,1.020806856,35.05527638,5.010738198
234,1.556943848,34.28643216,6.304131758
235,1.165206366,38.03015075,4.6645348
236,0.407922499,35.4321608,4.574802174
237,0.318551814,36.44292237,6.443302611
238,0.440967678,35.22905028,4.982432232
239,0.329734037,37.05025126,2.741361478
240,0.287988551,38.22110553,2.136393614
241,0.479763589,37.48241206,4.57746745
242,0.497653289,35.52261307,8.274088707
243,0.582563738,36.88944724,1.96906712
244,0.600734413,36.53768844,3.306357008
245,0.306440939,36.42713568,3.137304694
246,0.528728577,34.94472362,4.094604834
247,0.884100112,36.8241206,4.318270302
248,0.694924542,37.31155779,2.150941616
249,0.373584998,34.5879397,4.582143107
250,0.376131661,39.14572864,3.369068485
251,0.784268309,40.77386935,2.043280593
252,0.919126028,41.07537688,2.640874443
253,0.552175482,40.87939698,2.848878407
254,0.645678848,41.08542714,3.335169482
255,1.163892103,41.30150754,3.335442041
256,0.849779259,40.5678392,6.421084213
257,0.274725157,40.48241206,3.231198762
258,0.16518187,40.8241206,1.96303045
259,0.396617188,39.44221106,1.743740315
260,1.074027184,40.74371859,1.695292993
261,1.315987088,40.07035176,2.740919293
262,1.06897285,40.16201117,3.95668
263,0.892916373,41.94974874,6.440097961
264,1.221871682,42.54271357,5.521719078
265,1.916808967,40.08542714,4.09531399
266,2.31012093,38.17085427,2.110265594
267,2.02499555,41.27638191,3.384712153
268,1.348314345,40.42465753,3.214910219
269,0.655701239,41.14070352,3.682131444
270,0.48821983,40.63316583,4.094499991
271,0.589306274,39.64824121,2.471319795
272,0.216721791,41.34673367,5.069901021
273,0.117511282,41.54271357,19.34393636
274,0.208326337,41.71859296,5.980807329
275,0.355479212,40.09547739,5.79949137
276,0.331765159,41.56281407,5.657282772
277,0.262831815,46.26130653,4.311030646
278,0.166077356,45.56281407,5.151457238
279,0.152175132,38.09547739,7.046573682
280,0.396291333,46.03015075,7.066027114
281,0.347407498,40.78894472,6.319442631
282,0.220928237,41.97487437,5.092547699
283,0.2363414,44.78894472,6.982078882
284,0.74263862,42.80904523,9.967974779
285,1.405879944,40.29648241,9.251784437
286,1.679439177,40.09045226,6.601496655
287,0.692507822,40.56964137,6.834876888
288,0.340572128,41.05337781,4.844417079
289,0.379002526,39.18348624,6.484576751
291,1.787628628,40.62359316,8.07491767
293,2.401235633,39.24843685,7.959828581
294,1.62142146,40.93577982,5.308345126
295,0.073934839,43.27022519,3.970118478
296,0.11521001,40.22185154,5.100572135
297,0.135298464,39.42118432,4.703582465
298,0.155513067,34.26130653,3.553193807
299,0.765994561,34.84924623,3.238801648
300,1.363456302,36.91457286,5.225347835
301,1.075923436,39.45226131,5.955992921
302,0.818891165,40.68844221,3.311836104
303,0.953014251,42.30653266,1.224337597
304,0.662460963,41.07537688,3.345941325
305,0.365543055,41.84422111,3.253271144
306,0.433795321,41.63819095,3.127082019
307,0.455250519,39.27638191,1.329599242
308,0.614600528,38.45728643,1.366113467
309,0.619883586,38.48241206,1.625315497
310,0.896800168,38.83919598,3.241420273
311,1.543089028,38.40703518,1.954289382
312,1.586453581,41.47236181,7.437376067
313,1.465771269,40.59798995,7.213833443
314,0.948225486,38.24623116,3.872940966
315,1.459430809,33.71859296,4.20232121
316,2.320644505,39.78894472,4.345121263
317,1.135376453,38.57788945,4.88384822
318,0.308196692,39.82914573,3.586820483
319,0.586855418,37.62311558,5.857063626
320,2.184472872,39.49748744,6.863254698
321,3.970915029,38.79899497,5.588915717
322,2.941656782,39.08542714,2.529770223
323,1.538392441,35.47738693,2.896582843
324,0.915811127,43.58291457,7.819696144
325,0.24644136,39.30653266,4.814290655
326,0.461399211,41.12060302,5.940705983
327,0.640795271,39.13065327,2.548625617
328,0.331546767,39.44723618,4.246900129
329,0.174582659,39.61809045,4.188387197
330,0.250214886,39.10050251,1.951664603
331,0.400938232,41.62311558,2.262579206
332,0.326097871,46.06030151,4.610059125
333,0.279635465,40.64824121,4.738051295
334,0.472932951,39.47236181,3.993460729
335,0.277897381,40.61809045,4.147394214
336,0.133733488,46.27638191,8.694074397
337,0.511304589,41.30150754,5.646144034
338,0.68005484,41.63819095,1.628807482
339,0.358597445,39.61306533,2.339529255
340,0.258328079,40.98492462,4.920960591
341,0.471411005,37.4120603,4.187928966
342,0.509362699,40.19095477,4.675792314
343,0.426232182,41.56281407,5.65817096
344,0.332522419,39.52763819,5.648674852
345,0.646197163,42.08542714,5.886509463
346,0.944878833,41.6080402,4.028433574
347,0.701948145,43.07537688,2.686154101
348,0.510915299,40.46733668,3.978293925
349,0.467309045,39.30653266,2.61451448
350,0.428018022,40.86432161,5.603003808
351,0.734578529,40.27638191,7.191493787
352,1.155544838,38.46733668,5.984711547
353,0.835271875,39.8241206,5.554139305
354,0.985242705,40.09547739,7.93414665
355,1.051790595,42.70351759,2.948048957
356,1.017393697,45.32160804,2.964968909
357,1.391859557,44.02512563,5.108311471
358,0.680638774,43.43718593,6.159098684
359,0.374328667,41.95979899,5.859184429
360,0.829185633,43.57286432,5.554071107
361,1.370983711,43.00502513,4.445648866
362,1.384856572,44.72864322,4.235140582
363,1.067774458,38.88944724,3.050305067
364,1.131157226,39.28140704,3.151326757
365,0.722695734,39.45728643,4.272964522
366,0.495550555,37.80904523,2.548764326
367,0.794856472,39.96984925,3.032337519
368,1.455045536,39.64824121,3.041899106
369,1.765485285,38.51256281,1.733092906
370,1.328951977,40.27638191,3.872204127
371,0.736915794,42.74371859,4.135840194
372,0.687545463,42.55276382,3.978078107
373,4.727023201,36.82914573,8.405606814
374,15.91709441,39.04020101,11.50129518
375,26.32698779,38.60301508,11.15573589
376,16.34242629,37.68473728,8.967313022
377,13.7377896,37.36780651,9.062510986
378,11.62811885,38.17597998,10.9978339
379,9.527269198,37.57506153,8.281148812
380,7.876443563,36.95250212,7.732011607
381,5.347726213,39.13177648,6.909227932
382,2.094841251,41.81567973,5.705758853
383,0.10613435,38.04086739,3.943406729
384,0.073890625,37.6263553,4.058640961
385,0.050300106,38.18932444,3.939071341
386,0.059594848,38.29024187,4.71780789
387,0.259171872,40.35678392,6.02326659
388,1.49951047,40.19095477,4.471430088
389,1.157017236,40.13567839,5.107555091
390,0.638204682,36.73869347,2.152959936
391,0.535985294,37.99497487,4.444518376
392,1.034184674,37.86432161,4.661041726
393,1.302063876,38.96482412,2.766230104
394,0.92910646,40.25628141,3.720059469
395,0.763206947,39.6080402,1.752854292
396,1.343361766,41.47738693,3.635149621
397,1.822583608,38.13065327,4.185763749
398,1.802906006,32.97487437,7.058575586
399,4.722853701,41.33165829,3.842443837
400,6.038211274,40.3919598,4.403874
401,3.42126323,41.10050251,3.372956258
402,1.902806376,39.57286432,2.077268049
403,2.083742697,41.93467337,4.706539209
404,2.094242747,39.87939698,4.361264816
405,0.995952945,39.57286432,2.500948029
406,0.760609598,39.29648241,1.932930103
407,0.724514839,38.58291457,4.172403902
408,0.722751428,37.92462312,7.275576734
409,1.283473548,39.29145729,7.212877748
410,1.189409206,37.60301508,4.237685791
411,0.458616446,39.05527638,6.038566155
412,0.238878032,37.83919598,4.009319715
413,1.674261823,39.48241206,2.114425736
414,2.828928647,40.30653266,3.496086475
415,2.040324108,36.13567839,5.849595907
416,2.391865428,38.61306533,2.32228231
417,3.592372509,38.51758794,5.525495245
418,3.11098443,34.75879397,5.815601141
419,1.36460724,40.03517588,3.553435431
420,0.72736743,40.0201005,2.090802541
421,1.398830117,39.10552764,1.401334467
422,1.270408012,39.56281407,2.702097477
423,0.819378887,39.12562814,3.694256915
424,0.584394274,42.13567839,5.348806603
425,0.386943601,41.34673367,4.275132827
426,0.39219791,41.30150754,5.32931098
427,0.478150936,41.27638191,5.244666587
428,0.583447033,40.89949749,2.948460078
429,0.754476806,39.85929648,4.899010413
430,0.821552689,38.30653266,3.086932669
431,0.955809076,41.27135678,1.888003297
432,0.752148865,43.39698492,5.332953489
433,0.260786051,39.98994975,3.098045988
434,0.302844501,38.59798995,2.357324942
435,0.505358932,38.96984925,5.024472319
436,0.407669822,40.4321608,4.875760047
437,0.246035514,41.74371859,1.267945848
438,0.235575649,40.55276382,3.824803985
439,0.203851972,37.6281407,4.143459102
440,3.966568979,40.06532663,1.710374425
441,8.772278335,42.66834171,2.277385604
442,5.60825221,42.97765363,3.596949836
443,0.94237906,47.05527638,3.845242417
444,0.775469564,39.51598174,3.503875261
445,0.50017114,42.25628141,4.362891513
446,0.281341301,45.2361809,5.354704641
447,0.400433566,40.21105528,5.597529821
448,0.56603155,41.94974874,4.182697963
449,0.362064897,41.55276382,5.374982052
450,0.511331311,40.53768844,1.612556472
451,0.773911536,38.87437186,3.157394843
452,0.531090639,41.51256281,6.276589107
453,0.475438378,42.77889447,4.867217461
454,1.014032642,38.74874372,7.571248573
455,2.030222512,38.75879397,3.520522824
456,3.090767141,38.7839196,2.309809258
457,2.18365587,38.93969849,1.444581597
458,0.591374339,40.82914573,3.496007022
459,0.560617853,41.51758794,3.38611445
460,0.709245748,39.60301508,4.023572621
461,0.709682566,40.10552764,2.852120713
462,0.564993345,37.21105528,3.183765097
463,1.04152058,39.81909548,4.623235742
464,7.483416781,40.25125628,7.45958531
465,16.58342545,36.80066722,8.197589073
466,9.578177583,39.04587156,7.568672377
467,3.564728776,40.38198499,6.911271986
468,14.28373158,37.64136781,8.785545609
469,17.77440502,37.81651376,9.065033916
470,8.705119683,38.60467056,6.27521528
471,2.757240189,40.94912427,4.886185577
472,0.158074644,41.81150959,4.691784843
473,0.089020677,38.45621351,4.970089956
474,0.073958425,37.3411176,4.375369199
475,0.092476265,37.68557131,3.616805873
476,0.123356358,37.39698492,7.025308946
477,0.55300313,37.11173184,3.538902209
478,0.743761477,38.17351598,5.893036829
479,0.557203793,38.32663317,4.810880071
480,0.552669869,37.99441341,6.003255361
481,0.575375725,40.57534247,2.918612019
482,0.450578805,40.30653266,2.701480617
483,0.512053253,44.75879397,8.474146941
484,0.346943146,43.20603015,5.429563946
485,0.332671988,40.74371859,3.339973857
486,0.937936995,41.86432161,2.689395407
487,1.183771915,40.96984925,3.357897086
488,1.399552182,45.08542714,4.436909909
489,1.010374463,40,3.329478508
490,0.408790038,39.93969849,2.615451172
491,0.507137308,40.52763819,2.453177603
492,0.380136561,39.16080402,3.004899075
493,0.20080942,44.13567839,5.331869049
494,0.154258354,41.74874372,3.71702398
495,0.152159185,40.65326633,4.148666539
496,0.12671691,41.63819095,5.098009144
497,0.774743898,41.09547739,2.082694826
498,1.489687984,41.33668342,4.50708109
499,1.648038166,40.75376884,3.715331994
500,1.798579048,36.30150754,4.60167631
501,1.52825573,39.89949749,2.257305226
502,1.063735316,40.09045226,2.546425082
503,0.603358112,39.89447236,2.158055983
504,0.34625838,39.13065327,6.416296391
505,0.319454155,40.20100503,6.306238356
506,0.16748961,39.20603015,3.192762516
507,0.068215239,41.26130653,1.304056409
508,0.073547959,43.14070352,3.515979532
509,0.176416236,37.11557789,7.417330551
510,0.570077476,43.2361809,1.956691261
511,0.729347005,39.36683417,3.945750914
512,0.356617818,39.55778894,7.42232319
513,0.264392529,43.72864322,2.280953179
514,0.458498444,43.86432161,3.041865901
515,0.45632682,43.08040201,1.965421647
516,0.251497095,43.00502513,3.054772175
517,0.65970607,39.95979899,3.757524038
518,1.220799825,40.03015075,1.989695938
519,0.718719173,41,2.07158328
520,0.227746037,40.3718593,2.293186776
521,0.569437838,41.72864322,6.526847044
522,0.934185493,39.16080402,2.59769348
523,0.856996006,38.8040201,5.3703807
524,1.116598278,39.63316583,10.19217877
525,1.464471751,39.93467337,6.796448509
526,1.323770851,39.01005025,4.881500253
527,1.654917191,38.1959799,5.535339541
528,1.536583212,39.48241206,4.479819878
529,0.767829001,46.30150754,7.765375265
530,0.38785272,42.19095477,4.294874659
531,0.199623893,43.51758794,1.893772447
532,0.267072723,44.30653266,3.122540445
533,0.546484956,45.72361809,3.475541963
534,0.900826774,46.5879397,2.734675029
535,0.859856866,45.02512563,3.006587718
536,0.401998755,45.1758794,2.554771102
537,0.184490646,42.05025126,4.209045946
538,0.164222763,39.92462312,2.467751145
539,0.244917613,40.15075377,3.286547414
540,0.440184778,41.34170854,2.911391436
541,0.729641472,40.62311558,2.696297171
542,1.116757612,39.26633166,4.230117205
543,1.237486208,40.30150754,3.841004336
544,0.909365423,42.64321608,4.970095669
545,0.531002657,42.27638191,5.364970598
546,0.543367126,41.82914573,5.960587032
547,0.662635586,40.28140704,5.947104023
548,0.597906477,40.04522613,2.284526236
549,0.865895684,39.74371859,3.833159768
550,2.945657272,41.32663317,1.781773782
551,4.897718087,41.2160804,3.444979263
552,3.65718941,42.50753769,9.675056956
553,9.489789346,42.03015075,16.92992045
554,20.537547,37.77397832,9.6224711
555,12.8776853,38.29524604,9.617604571
556,2.731205663,38.51876564,7.707503562
557,12.32680609,39.70558799,13.51553866
558,13.79719095,38.42702252,8.544216763
559,3.520937544,39.86405338,7.905659373
560,1.721927296,39.66305254,6.748791213
561,0.129527103,38.28857381,7.993437334
562,0.068492385,39.0942452,4.918039701
563,0.056536043,40.03085905,2.713119243
564,0.031528713,41.40116764,4.698414046
565,0.083567011,44.29648241,6.914956312
566,0.427643985,41.5678392,4.713305325
567,0.498067198,41.59296482,3.537331526
568,0.908485299,36.28643216,4.519457302
569,1.060176556,35.60301508,4.727572385
570,0.495985073,41.46231156,7.080821055
571,0.324046598,42.63819095,1.173299579
572,0.53491237,41.55707763,1.616180358
573,1.208806852,41.77653631,4.496467547
574,1.932989936,38.86432161,5.999722223
575,1.179698493,42.91457286,3.507026499
576,0.32223461,43.43718593,5.136804251
577,0.59220958,44.83417085,1.784252216
578,0.938396765,43.8241206,3.647015866
579,0.595084465,42.33668342,1.404304601
580,0.314881909,43.87437186,1.388863272
581,0.299170691,44.79396985,2.558415775
582,0.188227572,44.08040201,2.81302924
583,0.40207503,38.54271357,6.621643716
584,0.752365892,41.06532663,4.126243229
585,0.488965295,41.56281407,1.004924618
586,0.265991694,40.01507538,4.447886277
587,0.367679468,33.90452261,5.753384815
588,0.497185723,44.68844221,5.87930679
589,0.465835456,41.54773869,3.69387411
590,0.333904533,42.70854271,3.726245013
591,0.402791473,40.08542714,3.670846532
592,0.618350272,40.15075377,3.817098129
593,0.521664977,40.4120603,3.656213171
594,0.173253017,38.89447236,2.823789748
595,0.651595095,40.1758794,3.225872342
596,1.216078588,40.2160804,3.283664872
597,1.060164704,46.38190955,5.340174312
598,0.908454381,38.76884422,1.924931421
599,0.586750921,38.95979899,2.925952486
600,0.565609259,39.18592965,2.002662302
601,0.862559083,40.92964824,4.589158666
602,0.550422674,42.33668342,2.171586979
603,0.318398478,41.97487437,4.940283785
604,0.600610534,41.67336683,3.661403227
605,0.82051368,44.01369863,4.432630616
606,0.674969909,43.3575419,3.022372185
607,0.5415112,43.82914573,3.184597791
608,1.343325354,42.87437186,2.042093832
609,1.984784472,43.50251256,1.575166488
610,1.085246263,43.60301508,2.346426976
611,1.007220322,41.48743719,5.911286621
612,1.087831452,38.94472362,4.998689255
613,1.271046032,40.29145729,3.036706327
614,1.522978659,39.4321608,3.236750473
615,0.723674177,42.18090452,5.086926507
616,0.647205759,43.49246231,2.779807569
617,0.753743569,41.05025126,6.852171092
618,0.568758078,42.58291457,3.704120963
619,0.260583269,43.22613065,1.342809102
620,0.122134086,45.11055276,1.54589396
621,0.213476401,41.85427136,5.436140863
622,0.166039638,40.73366834,6.080235888
623,0.224324301,44.67839196,3.776026657
624,0.24230157,44.60301508,8.300765295
625,0.300667676,39.08040201,4.644504814
626,0.416166233,39.65829146,2.094217714
627,0.435087677,40.07035176,1.55472222
628,0.310334287,41.53768844,1.406137546
629,0.136515754,41.90954774,1.411317961
630,0.270790637,40.84422111,2.329805623
631,0.609744786,40.01507538,2.742696811
632,1.100101636,39.78894472,1.615153863
633,0.829073757,42.41708543,2.246585247
634,0.326249333,42.28643216,2.494892639
635,7.913424889,38.69849246,9.360966092
636,29.52771781,37.69346734,9.267195482
637,49.13242444,41.79899497,15.819643
638,41.13688839,38.25628141,9.544903044
639,27.24246255,36.05025126,7.433963039
640,19.91929104,38.29648241,8.829913621
641,7.654923695,36.74371859,7.624322904
642,19.22993815,36.63316583,8.009485929
643,7.682159162,38.98081735,11.38801437
644,4.060153526,38.54211843,9.709612917
645,4.457909423,39.74228524,9.009279163
646,4.124947553,41.41034195,8.054035181
648,5.851669956,38.57315548,9.094770156
649,4.382172067,39.20183486,4.722416152
650,0.112182079,37.96080067,3.704150641
651,0.071240715,41.58381985,5.157836221
652,0.05042483,41.44286906,3.617656236
653,0.056461563,40.06505421,4.227765345
654,0.033796885,41.52261307,5.463284598
655,0.40743661,37.84924623,6.354469557
656,0.646764116,36.55276382,5.40481638
657,0.631015966,37.08040201,5.994433585
658,0.938404128,36.72864322,4.95169974
659,1.206512636,36.43718593,4.370391945
660,0.740470644,35.67839196,2.981869069
661,0.818571818,38.19095477,6.938619517
662,0.897609818,36.92964824,3.974172317
663,0.333401185,35.67336683,3.423073382
664,1.449158302,40.1959799,7.781357952
665,2.458596165,39.27135678,3.055061484
666,2.150352886,37.91959799,4.549401401
667,2.258564894,38.34170854,2.866163562
668,1.726150064,39.09547739,3.301580199
669,1.049523318,39.40201005,4.273230449
670,1.444384798,39.72864322,4.047051618
671,2.008263223,38.59296482,3.913659978
672,1.288907891,40.6281407,4.651947456
673,0.209189989,38.36180905,2.606476037
674,0.611412354,39.68844221,5.913396518
675,1.086550485,38.94974874,3.330608383
676,0.682123641,39,5.354751799
677,0.167721597,40.06030151,2.371603768
678,0.11022983,40.28140704,1.905086033
679,0.138632006,40.12562814,2.756316908
680,0.180219444,40.70351759,4.136798666
681,0.226367454,39.33165829,1.597910936
682,0.291606621,39.74874372,1.994259583
683,0.344629524,38.81407035,2.593110899
684,0.317519554,37.48743719,3.836952435
685,0.338882147,39.31155779,3.920493391
686,0.277065857,41.77889447,2.486416724
687,0.16743745,40.09045226,3.141849037
688,0.20635919,40.23115578,2.493576506
689,0.313775992,39.89949749,1.853951301
690,1.736219314,36.97487437,4.169086021
691,2.540403319,37.23115578,5.245417638
692,1.530832366,38.50753769,4.894740636
693,1.091552338,35.89949749,4.681831638
694,1.287545736,32.88944724,3.037097132
695,0.997216165,37.28140704,5.43497015
696,1.063063498,36.84924623,6.645161986
697,1.677476415,40.47236181,4.697694286
698,0.958352963,35.41708543,4.48693352
699,0.276807309,38.54271357,6.390707345
700,0.216543876,43.83417085,5.078047956
701,0.084837583,39.31658291,3.135992447
