OBJECTID,IN_FID,NEAR_FID,NEAR_DIST
0,0,566,3851.279436390187129
0,1,566,3838.387841707084135
0,2,566,3992.977738321497782
0,3,566,4107.182803782200608
0,4,566,4346.489576560056776
0,5,566,4383.771321194511984
0,6,566,4486.561148795951340
0,7,566,4445.077976905470678
0,8,566,4465.907869607241082
0,9,566,4602.676932491511252
0,10,566,4725.148942959212036
0,11,566,4825.317750077632809
0,12,566,4933.494746350448622
0,13,566,5000.825480204869564
0,14,566,5049.424151634759255
0,15,566,5240.353461750945826
0,16,566,5338.604120313268140
0,17,566,5322.987596488776944
0,18,566,5318.057885869136953
0,19,566,5317.275001724943650
0,20,566,5347.151096790948941
0,21,566,5320.701341924584085
0,22,566,5294.718296704927525
0,23,566,5020.263881301504625
0,24,566,4513.388504879855645
0,25,566,4005.020485904859015
0,26,566,4081.403205773304762
0,27,566,4064.392513166974368
0,28,566,4083.202493180826423
0,29,566,4067.570063787174604
0,30,566,4073.458212123264275
0,31,566,4078.198449550769510
0,32,566,4074.191649554980813
0,33,566,4071.935358029235431
0,34,566,4072.711304187846963
0,35,566,4077.076053830056480
0,36,566,4073.642408691749552
0,37,566,4074.910941295478551
0,38,566,4070.471522129736059
0,39,566,4063.961004011597197
0,40,566,4079.454043939566418
0,41,566,4085.898705896046522
0,42,566,4075.924207838036637
0,43,566,4081.039190601377413
0,44,566,4078.403424303425254
0,45,566,4066.219303415841296
0,46,566,4067.576016777005407
0,47,566,4064.934894470120071
0,48,566,4059.890634055598184
0,49,566,4067.554727758558784
0,50,566,4063.133049081464378
0,51,566,4062.976536742970893
0,52,566,4061.772427331187828
0,53,566,4063.405916380897452
0,54,566,4062.124346718660945
0,55,566,4062.381091275137805
0,56,566,4070.239530645243121
0,57,566,4063.991470523069893
0,58,566,4057.791010419886788
0,59,566,4066.271063410071747
0,60,566,4062.615675930854195
0,61,566,4066.312835857473146
0,62,566,4073.477689874055159
0,63,566,4072.547600066785890
0,64,566,4074.755288656130233
0,65,566,4074.670457469176199
0,66,566,4074.329196308267001
0,67,566,4075.437421201744655
0,68,566,4072.284151217702856
0,69,566,4077.834868948206349
0,70,566,4077.922388681065968
0,71,566,4077.658547569265011
0,72,566,4078.858617129815684
0,73,566,4079.018365586794062
0,74,566,4077.259550241190937
0,75,566,4081.546082565590950
0,76,566,4077.747013548285850
0,77,566,4076.475853494135663
0,78,566,4113.820268423011839
0,79,566,4072.808019089961363
0,80,566,4080.911467773141794
0,81,566,4080.055932684552317
0,82,566,4077.111223697040714
0,83,566,4077.936089653747786
0,84,566,4076.992910550698980
0,85,566,4075.525706495749546
0,86,566,4078.543024447594689
0,87,566,4077.348587544119709
0,88,566,4075.455489578371726
0,89,566,4070.531883308486613
0,90,566,4070.880399279004905
0,91,566,4072.364643748788239
0,92,566,4067.778254838032353
0,93,566,4065.570800300469728
0,94,566,4069.233669920640750
0,95,566,4066.318252179588399
0,96,566,4070.095056318957631
0,97,566,4065.718141165353700
0,98,566,4068.362011569720835
0,99,566,4074.204769547631258
0,100,566,4075.529058983435334
0,101,566,4066.025846518334674
0,102,566,3849.708459481137652
0,103,566,3799.636501579702326
0,104,566,3980.795393493326173
0,105,566,4365.185136829567455
0,106,566,4682.486693661841855
0,107,566,5058.227127468145227
0,108,566,4707.970751857760661
0,109,566,4017.325812917744770
0,110,566,3813.521535253392358
0,111,566,4307.178676439605624
0,112,566,4326.747225626534600
0,113,566,4063.866383163752744
0,114,566,4072.424957416435973
0,115,566,4077.370644152883870
0,116,566,4069.474400998475176
0,117,566,4070.231177159304934
0,118,566,4083.384076144147912
0,119,566,4072.334065331410329
0,120,566,4078.169266666437579
0,121,566,4074.924626786645149
0,122,566,4080.069365698294405
0,123,566,4079.884330768392374
0,124,566,4056.684655637638116
0,125,566,4076.760456202528985
0,126,566,4073.625730027837562
0,127,566,4065.871353846597685
0,128,566,4063.067928375025531
0,129,566,4071.529825303336111
0,130,566,4076.452659381260219
0,131,566,4063.468135906467523
0,132,566,4076.806828653442608
0,133,566,4076.735795930692348
0,134,566,4095.841064542687946
0,135,566,4087.019847296132411
0,136,566,4073.929745546403410
0,137,566,4075.810112741487956
0,138,566,4065.361227606766533
0,139,566,4071.558423143075288
0,140,566,4076.734716551839028
0,141,566,4072.993450887731797
0,142,566,4074.345535010543244
0,143,566,4076.682455701445633
0,144,566,4080.849393084456551
0,145,566,4077.166860340747917
0,146,566,4072.257897613684236
0,147,566,4079.459579059965563
0,148,566,4080.881812469362103
0,149,566,4059.850140153588654
0,150,566,4061.002364980962284
