OBJECTID,IN_FID,NEAR_FID,NEAR_DIST
0,0,72,6839.016335124672878
0,1,72,6793.838421405936970
0,2,72,6910.501705496802060
0,3,72,6994.663034720249016
0,4,72,7026.972824058699189
0,5,72,6993.808267421158234
0,6,72,7014.168255732163743
0,7,72,7055.352597271747072
0,8,72,7073.577212052454342
0,9,72,7005.614472723744257
0,10,72,6887.539683824880740
0,11,72,6881.642434671645788
0,12,72,6883.383370364264920
0,13,72,6880.625822017123028
0,14,72,6875.425724226137390
0,15,72,6871.976785061327973
0,16,72,6875.313709919601024
0,17,72,6884.829398683083127
0,18,72,6871.342028695101362
0,19,72,6879.852490029576074
0,20,72,6882.162197640888735
0,21,72,6924.273401243558510
0,22,72,6914.815913146094317
0,23,72,6912.420526135031650
0,24,72,6895.064738536582809
0,25,72,6887.547330868065728
0,26,72,6876.723009901802470
0,27,72,6881.478667852563376
0,28,72,6880.942055735666145
0,29,72,6880.978980681617941
0,30,72,6886.743943021593623
0,31,72,6886.288973465672825
0,32,72,6885.172887175780488
0,33,72,6882.036471999590503
0,34,72,6881.702694496395452
0,35,72,6881.776186778289230
0,36,72,6880.646553868476076
0,37,72,6827.986795362751764
0,38,72,6828.666952880418648
0,39,72,6817.547871434295303
0,40,72,6833.224416181631568
0,41,72,6870.554796637024992
0,42,72,6872.078540367895584
0,43,72,6870.621081992778272
0,44,72,6870.742801535433500
0,45,72,6876.345617386366030
0,46,72,6878.314457330775440
0,47,72,6877.170678466626669
0,48,72,6877.707318906974251
0,49,72,6877.334747679911743
0,50,72,6878.954517688945089
0,51,72,6857.293903779122957
0,52,72,6881.027884052537956
0,53,72,6875.491721344945290
0,54,72,6825.307643237737466
0,55,72,6789.921443112733868
0,56,72,6617.217473456817061
0,57,72,6436.536740141480550
0,58,72,6344.083078098659826
0,59,72,6335.976799199658672
0,60,72,6329.573489068705385
0,61,72,6331.330503799227699
0,62,72,6332.428904525156213
0,63,72,6343.211694998596613
0,64,72,6330.991792305916533
0,65,72,6336.068084070375335
0,66,72,6334.210879619606203
0,67,72,6329.102469101812858
0,68,72,6331.970834698689941
0,69,72,6334.870042267231838
0,70,72,6333.868602682820892
0,71,72,6335.129829513359255
0,72,72,6335.603306011042150
0,73,72,6330.563522821457809
0,74,72,6318.035700467611605
0,75,72,6313.640238364892866
0,76,72,5928.432820508771329
0,77,72,5820.500925313670450
0,78,72,5852.559156352524042
0,79,72,5954.433818401257668
0,80,72,6042.356933557798584
0,81,72,6160.484143432465316
0,82,72,6199.338215810264046
0,83,72,6267.533079162228205
0,84,72,6267.797308235845776
0,85,72,6268.805026970486324
0,86,72,6263.565389340050388
0,87,72,6265.441377073516378
0,88,72,6269.059038527148914
0,89,72,6268.564606181680574
0,90,72,6267.538411399774304
0,91,72,6268.564606181680574
0,92,72,6339.382946622505187
0,93,72,6315.930896141064295
0,94,72,6305.193622028071331
0,95,72,6369.504625370869690
0,96,72,6301.913846195529914
0,97,72,6223.839292524015946
0,98,72,6116.575760896304018
0,99,72,6076.633372497155506
0,100,72,6060.946318797046843
0,101,72,6063.155637191541246
0,102,72,6064.180018840361299
0,103,72,6077.577605927640434
0,104,72,6080.758167645981302
0,105,72,6077.991844965643395
0,106,72,6088.859144326911519
0,107,72,6078.312321758533471
0,108,72,6077.013651970150931
0,109,72,6080.271596849922389
0,110,72,6077.953491142915482
0,111,72,6074.830528825790680
0,112,72,6132.655349737930010
0,113,72,6157.866517767690311
0,114,72,6187.590533220001817
0,115,72,6142.821399554469281
0,116,72,6070.388064374802525
0,117,72,6051.030469983366856
0,118,72,6080.715254212555919
0,119,72,6174.835493602719907
0,120,72,6074.424874585705766
0,121,72,6029.779593686093904
0,122,72,5989.492522011518304
0,123,72,5914.344725336467491
0,124,72,5931.672382718532390
0,125,72,5927.890347115549957
0,126,72,5929.126975777589905
0,127,72,5930.071481616870187
0,128,72,5929.544453966210313
0,129,72,5926.179471489824209
0,130,72,5937.062685867898836
0,131,72,5925.234445397557465
0,132,72,5930.639531467915731
0,133,72,5931.524580474183495
0,134,72,5927.087989382072010
0,135,72,5926.498168697277833
0,136,72,5925.859654324645817
0,137,72,5925.540908355981628
0,138,72,5921.535456818798593
0,139,72,5926.397748650024369
0,140,72,5914.814134091253436
0,141,72,5926.810262847990089
0,142,72,5938.060134191497127
0,143,72,5941.901985137856173
0,144,72,5850.198919378391111
0,145,72,5806.444503891698332
0,146,72,5909.322780580662766
0,147,72,5915.498426882212698
0,148,72,5862.292071318670423
0,149,72,5701.654071174658384
0,150,72,5739.071546811586813
0,151,72,5811.414518065155789
0,152,72,5864.580124203966989
0,153,72,5907.235485234804401
0,154,72,5952.041275731790847
0,155,72,5881.459954002973973
0,156,72,5890.234343317451930
0,157,72,5859.647173975360602
0,158,72,5854.595976466762295
0,159,72,5855.199578514446330
0,160,72,5854.923989868767421
0,161,72,5856.018690065669944
0,162,72,5855.855055972381706
0,163,72,5856.434131215501111
0,164,72,5856.055629815456996
0,165,72,5863.443620447637841
0,166,72,5855.235521492031694
0,167,72,5902.410278243032735
0,168,72,5948.008833228615003
0,169,72,5893.170159763422816
0,170,72,5794.165614016639665
0,171,72,5815.922236186901500
0,172,72,5789.469425215526826
0,173,72,5745.193245225662395
0,174,72,5746.400469543257714
0,175,72,5781.845695605492438
0,176,72,5803.958939381296659
0,177,72,5802.329472518225884
0,178,72,5812.662676139122595
0,179,72,5899.228419020136243
0,180,72,5742.310478659874207
0,181,72,5674.776844758399420
0,182,72,5622.918331233227946
0,183,72,5540.801011822226428
0,184,72,5341.021224890547273
0,185,72,5345.455323034080720
0,186,72,5229.830344031128334
0,187,72,5201.575876809246438
0,188,72,4788.708607557018695
0,189,72,4778.722077422850816
0,190,72,4950.108091424232043
0,191,72,5014.353202348894229
0,192,72,5073.727801178919435
0,193,72,5183.600337108626263
0,194,72,5253.188401345827515
0,195,72,5264.810663494078653
0,196,72,5285.969774964220051
0,197,72,5279.793542907462324
0,198,72,5287.012928131419358
0,199,72,5275.929641408480165
0,200,72,5281.791275206386672
0,201,72,5281.351557346401023
0,202,72,5278.152545979162824
0,203,72,5280.131208106793565
0,204,72,5280.207764389934709
0,205,72,5280.774478569814164
0,206,72,5286.560346150783516
0,207,72,5280.166491843884614
0,208,72,5282.459067107936789
0,209,72,5280.499471271199582
0,210,72,5282.792011792686026
0,211,72,5283.169194095876264
0,212,72,5279.821729814729224
0,213,72,5228.141973741900074
0,214,72,5213.199767377379430
0,215,72,5234.970114400081002
0,216,72,5285.465449368854934
0,217,72,5317.784267815220119
0,218,72,5209.552875795598084
0,219,72,5082.145704830015347
0,220,72,4999.026739057559098
0,221,72,4917.894656507432956
0,222,72,4918.614584700849264
